Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,delay_band,satisfaction,satisfied_binary
Male,Disloyal Customer,21,Business travel,Eco,594,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4,5.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,21,Business travel,Business,1561,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,2,3.0,1.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,35,Business travel,Business,1610,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,20,18.0,16-60 min,satisfied,1
Male,Loyal Customer,69,Personal Travel,Eco,1090,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,4,3.0,4.0,4.0,13,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,58,Business travel,Business,2640,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,5,4.0,2.0,4.0,3,0.0,No delay,satisfied,1
Female,Loyal Customer,20,Personal Travel,Eco,1096,4.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,4,5.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,7,Personal Travel,Eco,1744,1.0,5.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4,5.0,4.0,4.0,4,22.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,38,Business travel,Business,3939,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3,3.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,60,Business travel,Eco,173,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,3,1.0,3.0,3.0,49,49.0,16-60 min,neutral or dissatisfied,0
Male,Disloyal Customer,24,Business travel,Business,239,,5.0,,4.0,3.0,,3.0,3.0,4.0,4.0,4,5.0,4.0,3.0,106,105.0,60+ min,satisfied,1
Male,Loyal Customer,54,Business travel,Business,2800,,5.0,1.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3,5.0,3.0,5.0,8,5.0,1-15 min,satisfied,1
Female,Loyal Customer,53,Business travel,Eco,189,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,64,Personal Travel,Eco,1180,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,5,4.0,5.0,2.0,12,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,28,Personal Travel,Eco,258,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,2.0,3,2.0,4.0,5.0,13,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,13,Personal Travel,Eco,1009,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,2,1.0,2.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,24,Business travel,Eco,578,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,4,2.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,44,Business travel,Business,3994,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,4.0,2,17.0,16-60 min,satisfied,1
Female,Loyal Customer,58,Business travel,Business,1471,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,3,3.0,3.0,4.0,59,60.0,16-60 min,satisfied,1
Female,Loyal Customer,13,Personal Travel,Business,1097,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3,4.0,3.0,3.0,18,11.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,30,Business travel,Business,1172,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4,5.0,5.0,4.0,15,11.0,1-15 min,satisfied,1
Male,Loyal Customer,53,Business travel,Business,1842,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,0,1.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,24,Business travel,Business,2556,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,4,4.0,4.0,5.0,10,0.0,No delay,satisfied,1
Female,Loyal Customer,10,Personal Travel,Eco,594,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0,2,2.0,1.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,51,Business travel,Eco,595,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3,5.0,3.0,3.0,9,5.0,1-15 min,satisfied,1
Female,Loyal Customer,26,Business travel,Business,2586,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3,2.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,40,Business travel,Business,748,4.0,4.0,4.0,3.0,5.0,4.0,2.0,5.0,1.0,4.0,2,3.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,34,Personal Travel,Eco,563,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,1,4.0,2.0,3.0,10,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,55,Business travel,Eco,410,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3,3.0,4.0,3.0,125,132.0,60+ min,neutral or dissatisfied,0
Male,Disloyal Customer,39,Business travel,Business,282,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,2,4.0,3.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,67,Personal Travel,Eco Plus,569,1.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4,3.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,24,Business travel,Eco,230,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5,1.0,1.0,1.0,0,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,43,Business travel,Business,622,5.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4,5.0,4.0,4.0,1,0.0,No delay,satisfied,1
Female,Disloyal Customer,22,Business travel,Business,603,4.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,4,3.0,3.0,1.0,0,32.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,30,Business travel,Eco Plus,2917,,,,3.0,1.0,,1.0,1.0,5.0,1.0,1,4.0,5.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,55,Personal Travel,Eco,289,2.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4,3.0,4.0,5.0,18,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,55,Business travel,Business,1787,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5,3.0,5.0,3.0,6,40.0,16-60 min,satisfied,1
Female,Loyal Customer,70,Business travel,Business,2113,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,57,Business travel,Business,2012,5.0,5.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,3,1.0,4.0,2.0,12,17.0,16-60 min,satisfied,1
Female,Loyal Customer,25,Business travel,Business,577,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,62,Personal Travel,Eco,315,2.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3,3.0,3.0,3.0,15,2.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,25,Business travel,Eco,325,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,3,4.0,4.0,3.0,31,8.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,36,Business travel,Business,361,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,43,43.0,16-60 min,satisfied,1
Female,Disloyal Customer,29,Business travel,Eco,761,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3,3.0,4.0,3.0,0,20.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,47,Business travel,Business,2989,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,57,Business travel,Eco,548,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5,1.0,5.0,4.0,24,27.0,16-60 min,satisfied,1
Male,Loyal Customer,45,Business travel,Eco,1183,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3,4.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,30,Personal Travel,Eco,1044,3.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,2.0,5,4.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,57,Business travel,Business,2920,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,34,Personal Travel,Business,946,2.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,4,4.0,4.0,4.0,13,4.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,26,Personal Travel,Eco,2475,,2.0,,4.0,2.0,,2.0,2.0,3.0,1.0,3,2.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,19,Personal Travel,Eco,370,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3,2.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Eco,1167,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4,3.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,37,Business travel,Business,296,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5,4.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,46,Business travel,Business,3293,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2,1.0,2.0,3.0,0,5.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,17,Personal Travel,Eco,544,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,2,5.0,3.0,5.0,3,7.0,1-15 min,satisfied,1
Male,Disloyal Customer,23,Business travel,Business,1041,,4.0,,1.0,3.0,,3.0,3.0,5.0,3.0,5,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,30,Business travel,Eco Plus,641,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,3,4.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,14,Personal Travel,Eco,612,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,7,Personal Travel,Eco,481,4.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,2,2.0,2.0,1.0,2,0.0,No delay,satisfied,1
Male,Disloyal Customer,30,Business travel,Business,1475,,,,2.0,5.0,,5.0,5.0,3.0,5.0,5,3.0,4.0,5.0,9,0.0,No delay,satisfied,1
Male,Disloyal Customer,23,Business travel,Eco,187,2.0,,2.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,5,1.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,26,Business travel,Eco,216,1.0,5.0,,1.0,5.0,,5.0,5.0,1.0,5.0,5,4.0,1.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,46,Business travel,Business,3150,,,,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,45,Personal Travel,Eco,109,4.0,5.0,4.0,2.0,4.0,3.0,5.0,1.0,1.0,4.0,1,4.0,1.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,31,Business travel,Business,711,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,5,3.0,4.0,4.0,24,25.0,16-60 min,satisfied,1
Male,Loyal Customer,40,Business travel,Eco,601,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,3,1.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,61,Business travel,Business,404,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,57,Business travel,Eco Plus,120,4.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,3,3.0,3.0,2.0,1,4.0,1-15 min,satisfied,1
Female,Loyal Customer,21,Personal Travel,Business,899,1.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,4,4.0,1.0,4.0,9,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,29,Business travel,Business,2125,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2.0,2.0,2.0,6,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,44,Business travel,Business,2239,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5,5.0,5.0,4.0,22,22.0,16-60 min,satisfied,1
Male,Disloyal Customer,34,Business travel,Eco,725,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2,1.0,3.0,3.0,21,21.0,16-60 min,neutral or dissatisfied,0
Male,Disloyal Customer,22,Business travel,Eco,377,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,4,5.0,3.0,3.0,44,38.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,33,Business travel,Business,651,1.0,1.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,3.0,5,5.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,26,Personal Travel,Eco Plus,868,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2,2.0,3.0,2.0,24,17.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,30,Personal Travel,Business,667,1.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,4,3.0,4.0,4.0,4,25.0,16-60 min,neutral or dissatisfied,0
Male,Disloyal Customer,42,Business travel,Eco,427,2.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,3,5.0,4.0,5.0,0,12.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,51,Business travel,Business,1562,2.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4,4.0,4.0,5.0,17,2.0,1-15 min,satisfied,1
Male,Loyal Customer,35,Personal Travel,Eco,602,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,5,2.0,4.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,58,Business travel,Business,2880,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,5.0,11,9.0,1-15 min,satisfied,1
Female,Loyal Customer,41,Business travel,Eco,404,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,5,1.0,5.0,3.0,34,24.0,16-60 min,satisfied,1
Male,Loyal Customer,40,Business travel,Business,649,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,23,Personal Travel,Eco,1590,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,5,3.0,5.0,2.0,14,24.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,29,Business travel,Eco,173,1.0,,1.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,4,5.0,2.0,5.0,3,5.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,24,Business travel,Eco,679,5.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,4,5.0,5.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,53,Business travel,Business,480,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4,5.0,4.0,4.0,8,1.0,1-15 min,satisfied,1
Female,Loyal Customer,55,Business travel,Business,187,,5.0,,1.0,4.0,5.0,4.0,3.0,3.0,3.0,3,3.0,3.0,3.0,0,8.0,1-15 min,satisfied,1
Male,Disloyal Customer,25,Business travel,Eco,700,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,4,3.0,4.0,3.0,51,38.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Eco,2402,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,1.0,4,3.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,37,Business travel,Eco,416,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3,4.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,28,Business travel,Business,551,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,3,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,51,Business travel,Business,2848,1.0,4.0,2.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,1,4.0,1.0,3.0,8,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,34,Business travel,Business,3418,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4,5.0,5.0,5.0,320,320.0,60+ min,satisfied,1
Female,Loyal Customer,57,Business travel,Business,528,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,3,0.0,No delay,satisfied,1
Male,Loyal Customer,17,Personal Travel,Eco Plus,157,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,4,5.0,5.0,2.0,62,110.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,28,Business travel,Business,347,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,2,2.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,46,Business travel,Business,2688,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4,5.0,4.0,3.0,99,107.0,60+ min,satisfied,1
Female,Loyal Customer,60,Business travel,Business,342,3.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5,4.0,5.0,5.0,5,2.0,1-15 min,satisfied,1
Male,Loyal Customer,33,Business travel,Business,610,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,5.0,5,4.0,5.0,1.0,3,4.0,1-15 min,satisfied,1
Female,Loyal Customer,42,Business travel,Eco,2496,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4,2.0,4.0,1.0,3,0.0,No delay,satisfied,1
Female,Disloyal Customer,45,Business travel,Eco,1452,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,4,2.0,4.0,2.0,2,30.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,32,Business travel,Eco,168,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3,3.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,22,Business travel,Eco,1044,2.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,4,4.0,4.0,5.0,0,4.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,47,Business travel,Business,666,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,42,Business travel,Eco,134,3.0,,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1,3.0,3.0,2.0,69,66.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,44,Business travel,Eco Plus,500,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4,2.0,2.0,3.0,0,5.0,1-15 min,satisfied,1
Female,Loyal Customer,32,Personal Travel,Eco,460,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,4,2.0,4.0,2.0,0,5.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Business,326,,,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,40,Business travel,Business,802,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,5.0,1,0.0,No delay,satisfied,1
Female,Loyal Customer,44,Business travel,Eco,1127,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4,4.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,9,Personal Travel,Eco,972,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4,5.0,5.0,4.0,0,10.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,59,Personal Travel,Eco,282,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2,5.0,2.0,1.0,14,16.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,62,Business travel,Business,731,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,43,61.0,60+ min,satisfied,1
Male,Loyal Customer,56,Business travel,Business,1623,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,34,Business travel,Business,1867,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,5,3.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,26,Business travel,Eco,550,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,5,3.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,55,Business travel,Business,1586,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,42,Business travel,Eco Plus,588,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,4,4.0,4.0,2.0,14,11.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,24,Business travel,Business,1504,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,58,Personal Travel,Eco,936,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,5,3.0,5.0,1.0,0,3.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,58,Business travel,Business,2342,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,5.0,44,21.0,16-60 min,satisfied,1
Male,Loyal Customer,47,Business travel,Business,3289,1.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,4,3.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,11,Business travel,Eco,1290,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4,4.0,3.0,3.0,4,46.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,15,Personal Travel,Eco,1303,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,5,5.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,47,Business travel,Business,2613,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,4.0,14,18.0,16-60 min,satisfied,1
Female,Loyal Customer,23,Business travel,Eco,1046,5.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,2,3.0,3.0,5.0,76,67.0,60+ min,satisfied,1
Female,Loyal Customer,59,Personal Travel,Business,598,3.0,,2.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,4,4.0,2.0,4.0,82,77.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,74,Business travel,Business,3321,1.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1,3.0,1.0,1.0,19,48.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,19,Personal Travel,Business,819,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1,2.0,3.0,3.0,37,50.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,25,Personal Travel,Business,669,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,5,3.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,45,Business travel,Business,371,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5,3.0,5.0,3.0,8,7.0,1-15 min,satisfied,1
Male,Loyal Customer,28,Personal Travel,Eco,408,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5,4.0,5.0,3.0,0,12.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,13,Personal Travel,Eco,440,4.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,3,4.0,4.0,5.0,2,14.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,21,Business travel,Business,2297,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3,2.0,4.0,3.0,12,8.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,29,Personal Travel,Eco,483,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,3,4.0,4.0,2.0,40,40.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,50,Personal Travel,Eco Plus,363,1.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4,2.0,4.0,2.0,3,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,23,Business travel,Eco,231,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,4,1.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,43,Business travel,Business,1437,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,53,Business travel,Eco Plus,853,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,4,1.0,4.0,1.0,2,2.0,1-15 min,neutral or dissatisfied,0
